District,Season,Soil_Type,N,P,K,Soil_pH,Temperature,Humidity,Rainfall,Crop
Osmanabad,Zaid,Black,59.72674574821954,35.449676135506635,55.947453352413184,7.892386892512518,26.818764524612664,69.29036943726969,71.71355759766914,Fodder
Osmanabad,Kharif,Black,51.069996402228846,31.822064871557888,57.464312308614765,7.747623102161729,24.202754104271946,68.94663289828111,80.21645986439854,Bajra
Osmanabad,Zaid,Black,57.13155852033582,35.37193648919257,60.181334454225095,8.204534187807166,27.75957612228779,67.18357703428762,57.46108303977609,Fodder
Osmanabad,Rabi,Black,58.58548430807917,30.447730981210114,62.232974806077024,7.599237252884805,25.298804919140192,58.033099022973396,93.59154223763868,Jowar
Osmanabad,Rabi,Black,45.885826323617366,36.925823979040096,59.905087019719666,8.387272760467036,28.868619634660813,63.96064320111967,54.769346850789276,Jowar
Osmanabad,Rabi,Black,51.41829487853147,32.14337663887099,62.02446757703696,7.8355719947389755,25.545598752540982,77.714700040626,79.94669278019875,Jowar
Osmanabad,Kharif,Black,56.08426499775963,32.627145517965026,57.44025918260243,7.371709670279633,26.50937137773294,62.15997310887166,84.46887010777606,Bajra
Osmanabad,Zaid,Black,58.07578169446166,31.90117456945951,61.29639796133123,7.968886624092357,25.662919426774792,65.63361084981223,71.55362946683933,Fodder
Osmanabad,Zaid,Black,57.251846033815745,35.074658366173125,62.953932799339285,8.094287655810788,26.696762212424066,69.16485585769577,57.96825835630735,Fodder
Osmanabad,Kharif,Black,50.88028280740517,31.488141145276625,57.16476027497032,8.435383440151332,30.879611982547456,64.11545413260454,67.84041507071782,Bajra
Osmanabad,Kharif,Black,50.46365318410314,34.921860704523674,56.24454723268098,7.518935150531228,27.419426610280624,68.61532542577069,95.31213361263556,Bajra
Osmanabad,Kharif,Black,54.44846297244573,35.44037397075147,54.48303531899046,7.628422266236455,24.255600859153493,78.89840744155289,55.59488061152827,Bajra
Osmanabad,Zaid,Black,51.572974613441886,32.24147619732597,54.97588759102719,8.459993627554796,29.428819026980047,63.46671604401735,85.44554930962633,Fodder
Osmanabad,Rabi,Black,59.29513842120289,29.19732715414577,59.30580961879336,8.436630226236733,28.24817880605456,74.79829881499906,72.05629321121734,Jowar
Osmanabad,Kharif,Black,55.24698620342642,33.346072222573355,55.36422494091201,7.4278520113069595,27.280820518875387,69.75540019150118,81.0828996325549,Bajra
Osmanabad,Rabi,Black,49.46646822271733,34.691961002954834,56.61193616497904,7.854191290761246,28.577417070237985,76.0953957599383,75.19865526919128,Jowar
Osmanabad,Rabi,Black,57.88665567727527,30.70592049215455,58.630737306239084,7.2214606229760285,26.610022050423723,64.17220815818825,68.44542246268452,Jowar
Osmanabad,Kharif,Black,55.68648116108782,34.32398199160887,56.724636142364005,8.156199958711413,27.85388083109318,56.93211897652836,71.57314126014141,Bajra
Osmanabad,Zaid,Black,56.55007044427733,35.44708998859636,56.9052497326373,8.007313914298631,27.444316185763988,61.31275652899277,78.06034346296678,Fodder
Osmanabad,Zaid,Black,52.942536121142545,28.833127971642135,61.1453925322173,7.937296466843191,25.90880466789703,74.16951442889027,80.62143944125907,Fodder
Osmanabad,Rabi,Black,61.751343096958365,33.480169193638375,59.34731727366949,7.816013354337713,26.732258620977944,64.44949557598623,83.76867057959839,Jowar
Osmanabad,Zaid,Black,55.595202619157305,36.041052522353525,56.51888506215464,7.487415439133299,28.82397877081619,66.19727211946596,87.25157801878828,Fodder
Osmanabad,Zaid,Black,52.83786847892971,35.018035054074616,57.264276224385306,8.034167762606945,26.617971382839322,72.00810663609516,74.06728407279702,Fodder
Osmanabad,Zaid,Black,57.92292328063,34.71491319839503,55.909557349564224,8.290186919281714,29.406249733114183,77.8466954501076,61.82467738892246,Fodder
Osmanabad,Zaid,Black,49.13543102966826,33.49502390576719,56.725893861361286,7.43063440313986,30.0330762782785,75.43259378007652,80.078770581343,Fodder
Osmanabad,Rabi,Black,51.60825272345084,34.33476157693671,62.84289162845741,7.924675335295784,26.99268945902158,73.80931369219492,74.31276828302612,Jowar
Osmanabad,Rabi,Black,52.44922078769272,33.38882459821889,57.60140516245551,7.3670859500221475,26.473972745484843,74.48887101049968,64.55418176914341,Jowar
Osmanabad,Kharif,Black,47.17045096522774,30.41690757846915,61.05152105732678,7.65976141386504,24.891165398350324,76.42689539683087,86.03640442584172,Bajra
Osmanabad,Rabi,Black,58.77412213237312,37.44953640048085,62.739059866943116,7.938393029670373,24.705207160390454,60.40937653990678,60.19010164375192,Jowar
Osmanabad,Zaid,Black,53.198577707084226,33.114248930784505,64.42094508754997,7.723678901439092,27.1845176108412,66.39179434693958,67.16397209406334,Fodder
Osmanabad,Zaid,Black,54.658524405980295,34.674797676564964,55.439254153156114,7.23533172638746,26.147513106193355,75.13364556191618,53.29094333591658,Fodder
Osmanabad,Rabi,Black,56.38435631488814,36.40373877542546,60.92345151269433,8.256050794733534,25.99456370200782,69.55917713482913,63.11075618077276,Jowar
Osmanabad,Rabi,Black,55.90831281808957,32.38637334872774,60.2592112071067,7.772217906011308,25.94806759937658,62.853527212371866,58.35605075468149,Jowar
Osmanabad,Kharif,Black,55.66885218179939,36.65130700734963,63.51985311214256,7.467292291296724,27.81267433499063,73.23228814726073,73.94950360853053,Bajra
Osmanabad,Rabi,Black,53.451279541283235,33.86535145387921,58.532077740610085,7.9319959550590955,26.028100475577595,67.57495516476267,85.6380887387339,Jowar
Osmanabad,Kharif,Black,50.40205058610551,30.4902732176612,54.43595260061166,7.729072677465236,28.256141937741813,71.46625464503097,74.33199029643451,Bajra
Osmanabad,Kharif,Black,56.257853438645746,38.51504329599746,57.44175750718939,7.591813163689242,24.95821075794732,65.92077992277076,79.70787897931051,Bajra
Osmanabad,Kharif,Black,57.415744646700134,31.492155268637404,57.109654716240165,7.879903260397405,27.02719725439703,73.35853477240423,58.282994852735506,Bajra
Osmanabad,Zaid,Black,52.19269954575373,36.43794285662401,62.32115413090817,8.21995139565713,27.464930698801584,60.80237132486258,66.06248751435078,Fodder
Osmanabad,Kharif,Black,49.57853268314717,33.50558310582042,52.13691456586105,8.332691221687403,27.081927121356618,81.77420524915085,84.55145835358289,Bajra
Osmanabad,Zaid,Black,54.79460270746421,31.611065115671085,59.67049448350179,7.841740453353987,25.69836897843506,62.85602701246355,58.01322004183383,Fodder
Osmanabad,Kharif,Black,52.49648255179886,34.38285234132602,54.54488115001522,7.887036058457412,24.127313542812733,77.02655047935222,82.1725082833623,Bajra
Osmanabad,Rabi,Black,48.90921534022092,35.19165902662368,54.85146192789391,7.470914162037259,24.725928829138592,67.59664012860273,83.13681005064247,Jowar
Osmanabad,Rabi,Black,58.40878059753354,34.020300450600566,62.12231948642686,8.073852870396593,25.36054967355971,63.28712587683523,68.39500660756826,Jowar
Osmanabad,Rabi,Black,49.719136821968064,37.63796819941753,57.137106362735764,8.10887821784776,24.833682565346585,67.72981878391056,92.26175964679075,Jowar
Osmanabad,Zaid,Black,50.06966958262177,31.554654814610156,63.53394305034092,7.9168618864986655,25.66770783966653,76.19658478283189,82.19246083139693,Fodder
Osmanabad,Rabi,Black,50.26849725035705,31.951801486932347,63.31591966554989,7.726844162031177,24.505771838917493,63.237935229022,90.69433365166371,Jowar
Osmanabad,Kharif,Black,55.912259748383185,31.84564358754662,60.566652397468125,8.137011295308659,29.08008389403512,64.86429097019062,61.31148264152092,Bajra
Osmanabad,Rabi,Black,58.479677882900894,31.050685014678454,61.293042369578274,7.70761530019228,28.144365623050575,75.76493900944438,85.73126369536674,Jowar
Osmanabad,Kharif,Black,51.898372776643455,35.44013464340013,58.172755795952654,7.205956418496327,26.502930108726503,73.64855893455714,77.90065739244523,Bajra
Osmanabad,Rabi,Black,55.20277018636317,37.52131661514087,56.03046983547745,8.170958072886044,28.248005837370613,63.044042379398554,67.19240365667345,Jowar
Osmanabad,Kharif,Black,50.115272559274,31.88636352904595,59.629947271574075,8.028227012679153,28.65940100413055,76.67578291094635,65.59848968634286,Bajra
Osmanabad,Kharif,Black,54.65541123513577,33.02132384817744,59.92185853450165,7.893433061835588,27.60027078342212,63.16821131160044,81.71310393154056,Bajra
Osmanabad,Kharif,Black,51.791343810527,35.222530516948446,60.14424755942056,7.165705451125966,26.785676354694132,67.50468983688006,77.53033478269273,Bajra
Osmanabad,Rabi,Black,63.70222400390392,31.493187288391383,61.823589949801296,7.599851275743494,25.785729832204353,62.50319655300944,70.66582267350155,Jowar
Osmanabad,Zaid,Black,53.692606884760686,32.50919084649674,58.90667064026368,8.476497068515988,28.53267550197598,77.8923915606032,62.568212776700406,Fodder
Osmanabad,Rabi,Black,52.74356336498957,34.54577465368808,63.191459349073696,7.924925283385539,26.645117315843958,71.40034356351428,71.59174476183551,Jowar
Osmanabad,Kharif,Black,62.137279041004334,38.65690063819996,53.91897691265909,7.636358458309887,27.219270249232956,69.68149368899404,62.57138521623237,Bajra
Osmanabad,Rabi,Black,58.71242411010625,35.80506762499544,65.66108721134265,7.5419023987449965,27.39492248240703,68.16859986104876,90.65596390700868,Jowar
Osmanabad,Kharif,Black,55.3527032368574,34.04338312356098,63.627597898029585,8.341013813172983,26.59693352016476,69.28373951355728,63.930310552219865,Bajra
Osmanabad,Rabi,Black,48.90000108879651,35.458260594087406,53.75726548293373,8.850026284537314,29.449515338231798,62.558252031362926,85.455034975097,Jowar
Osmanabad,Zaid,Black,50.910881862258925,30.33592974232351,58.252166781115406,7.447627137775812,26.901016552886507,73.63191859165227,82.67491744171785,Fodder
Osmanabad,Zaid,Black,48.005090546411424,33.43650239665647,61.73813211268533,7.639624217610612,27.9168706901371,71.48374308897186,87.63854728220063,Fodder
Osmanabad,Kharif,Black,56.14666907284154,34.93574678442704,56.91160600766345,7.647799990764177,27.648173780365138,69.84851708520121,77.58478457593776,Bajra
Osmanabad,Rabi,Black,48.7141992193991,36.81387204552294,56.10562857745564,8.236605426195444,26.8196509450647,62.22043487034719,81.97536794842048,Jowar
Osmanabad,Zaid,Black,62.212792731158515,32.0864278834711,62.77637516889623,8.599581081792339,26.221669548131437,63.682830986194226,64.61717758055165,Fodder
Osmanabad,Rabi,Black,57.79863929496347,33.369515975874975,59.63812573409034,7.338684993951436,27.66284307039646,69.75236115858745,65.40161184820188,Jowar
Osmanabad,Zaid,Black,45.58422400077862,35.92011376284932,61.747500134218406,8.069264859209492,24.265037808681623,66.19745644674053,84.93832479384037,Fodder
Osmanabad,Kharif,Black,53.55896286641397,33.11624265365911,61.51150295461225,7.008776048832507,25.886901935053427,66.40448680984571,76.06162580580094,Bajra
Osmanabad,Zaid,Black,57.734098365213455,35.92740376902435,56.87476691534927,7.364776336893338,26.874652865641046,72.5354485607464,62.423577287127095,Fodder
Osmanabad,Zaid,Black,52.56523433810947,29.8794109544104,57.89505826293534,7.9108539671512705,28.397903202141105,74.06235425352595,69.53367322628876,Fodder
Osmanabad,Kharif,Black,50.21368898435246,35.73906892186762,59.13087080933872,7.6962087125093355,27.456612287561647,71.82921250804823,64.07966974440441,Bajra
Osmanabad,Zaid,Black,51.53079318693919,34.43811007184966,62.44180648476316,7.611152332270349,24.892417244367962,70.7470906654507,65.89544335125669,Fodder
Osmanabad,Rabi,Black,54.86268155705385,32.37711896729259,57.02757170168203,7.348015860536895,27.500226649067283,69.21883232848691,48.720412856581525,Jowar
Osmanabad,Rabi,Black,50.70377253202215,35.54977433062603,57.26586823721868,7.934154223970873,27.27827975707203,77.29938486854633,57.8183840996228,Jowar
Osmanabad,Kharif,Black,55.051459745731975,33.83436627123723,67.54240441631127,7.728610474469394,29.41680132200154,69.70865420401996,86.66060265760906,Bajra
Osmanabad,Rabi,Black,52.890899875458146,33.463728034740036,55.460738433992006,7.3151190444152085,24.979367117919974,70.39007178449788,93.6981136577892,Jowar
Osmanabad,Zaid,Black,52.713005208743574,33.56692941754477,62.375305770587666,7.030893099618419,27.57619208077616,81.1730712046744,89.32372522844638,Fodder
Osmanabad,Rabi,Black,55.68442659043978,34.573609035186344,61.267933510247914,7.457410047942547,27.63044614347598,70.61652957646561,57.39299544611641,Jowar
Osmanabad,Kharif,Black,56.830087943142885,35.14901615598553,60.817634590142355,8.594617437745915,30.60113706728652,64.96659346783645,72.25163547301302,Bajra
Osmanabad,Rabi,Black,51.26181484889782,34.59724321873701,59.238291629179066,7.883678721024899,26.74836348241386,75.93934765599718,84.73549528064542,Jowar
Osmanabad,Zaid,Black,52.29196445520937,36.79375564074938,67.09198061327838,8.371137669653802,27.972139679578977,68.89760268519616,54.403323064124166,Fodder
Osmanabad,Kharif,Black,49.23708065599168,33.99745981426448,58.453234543395354,7.49735796366814,30.2344968054655,65.25886299119803,75.73674895733727,Bajra
Osmanabad,Zaid,Black,56.75760524364043,31.60681373638276,62.115261193480364,7.660674517116325,27.34958453070779,61.68275371272763,74.04826100058902,Fodder
Osmanabad,Rabi,Black,52.72834569161096,31.402591156336104,62.76641084659077,7.728714246178037,26.33078709338464,71.59680305311669,72.39527370568368,Jowar
Osmanabad,Rabi,Black,56.52473337781808,38.206620464177284,58.82284537261138,7.553166651787326,28.738044952011137,74.55848874248291,61.696867558127614,Jowar
Osmanabad,Kharif,Black,55.77791286451292,36.88065950211495,60.659254574333616,8.008720908338823,28.854146876216305,73.50315393724637,70.43544113708346,Bajra
Osmanabad,Kharif,Black,51.28261736871339,28.575495058744536,59.07305522821004,7.219960979285878,26.179847941115433,75.0332254439964,89.60762885867412,Bajra
Osmanabad,Zaid,Black,53.39608291200388,31.002447091964935,61.87960053022372,7.718811749194256,27.988729319860617,58.66139707650698,66.32610438396244,Fodder
Osmanabad,Kharif,Black,50.20186085561315,33.716411710078035,56.95247329248574,7.39214820775204,26.467830590239455,69.85955969899317,65.87429759985413,Bajra
Osmanabad,Rabi,Black,53.00869776703244,36.93208830203335,54.83931109661188,8.413636050742094,26.88294750376438,66.96966477578181,61.50289833103301,Jowar
Osmanabad,Rabi,Black,58.27545219038003,30.909510118308667,64.60784655050732,8.018948298919886,27.62403936098295,61.32176496866217,54.634634481904875,Jowar
Osmanabad,Zaid,Black,60.143405202683034,33.64196164216629,58.48491818181695,7.9588888594553975,26.105786909094714,77.57414266913302,75.146587405822,Fodder
Osmanabad,Kharif,Black,55.83820092369946,29.48010648791848,64.52351916072801,8.160668071555872,26.34876057405886,70.18777676215583,78.71652845134001,Bajra
Osmanabad,Kharif,Black,60.34360184733919,33.84840141583934,53.21790872589877,8.433750905006058,26.81046601619144,74.29545155790896,80.19131021800632,Bajra
Osmanabad,Rabi,Black,57.36419666638799,34.49057137387527,58.425219589718104,7.94707372429128,28.86768693965869,71.39759627703971,63.952778284423644,Jowar
Osmanabad,Kharif,Black,56.16978705708851,34.43941749242362,55.22792205069261,7.345570827065879,26.845644549703238,70.4412592895444,63.75194815035766,Bajra
Osmanabad,Zaid,Black,54.178483847411364,32.59117927116901,63.99420469161847,8.381247853968475,30.08411322953843,66.89283310972091,88.75593060640523,Fodder
Palghar,Zaid,Black,69.09214228785804,39.72849640733693,51.461172172123995,7.6390240469077275,20.439392342241668,57.22552062742957,101.98910908774894,Vegetables
Palghar,Rabi,Black,77.09931359443374,34.46100026914049,54.252381069600716,7.697326821249296,19.50563961145177,63.777882517301386,113.82582708115255,Wheat
Palghar,Rabi,Black,72.19281078569675,39.17995468817994,56.21008820350349,7.324092205031554,20.841983231327763,69.51187449153483,113.47414043218912,Wheat
Palghar,Kharif,Black,69.48215294786681,40.69595458221893,53.142865313147,7.546889754081248,22.275599223767557,69.28885871203664,100.06815332023889,Rice
Palghar,Rabi,Black,74.19755700886678,36.96809220824238,52.57764625328471,6.2831381071801085,22.126343261831476,72.53537356582632,109.8340366121564,Wheat
Palghar,Kharif,Black,67.23329511972418,36.09797149486254,58.677403727526695,7.763089085651935,21.087855709898918,64.73157224426299,94.64382638928971,Rice
Palghar,Rabi,Black,74.24978633388206,39.68772022276312,57.58897837914709,7.210798658654836,21.460202229882356,57.46128442589975,137.95035803815642,Wheat
Palghar,Zaid,Black,79.6920124470887,39.538329836185014,51.85164613275083,7.297527740239734,18.72580178855273,60.64176294944464,108.2743540731628,Vegetables
Palghar,Zaid,Black,78.03925396545407,38.03567251486058,51.49699725168274,7.0491777192215155,23.25012258793881,71.80796104208116,119.36311576731815,Vegetables
Palghar,Kharif,Black,70.19871927499138,35.235144445548606,51.545567381451065,6.652572962538524,20.755348972680093,64.00726715672947,128.94182883444728,Rice
Palghar,Zaid,Black,81.14786761543685,35.48711397795356,52.72482938000589,6.141877787968963,20.80089821563799,56.38317261795015,106.18875686698202,Vegetables
Palghar,Rabi,Black,71.51484033896043,38.045170510480546,55.84141257789214,7.245853988147417,20.98658794187366,61.79518080729637,109.76543789753583,Wheat
Palghar,Rabi,Black,78.79407490193182,39.60149431597762,59.357623936253546,6.471988277549306,19.50306286203339,67.88430472271655,98.19444175726602,Wheat
Palghar,Zaid,Black,75.56275961253019,40.98013762855529,58.10978178770292,6.924577888782747,21.33225645874189,63.67105067574804,124.87989573368066,Vegetables
Palghar,Zaid,Black,72.87840408766836,36.20703569976039,49.80497382973828,7.555006959813868,18.466873269995638,62.36726307337102,101.56236349104852,Vegetables
Palghar,Kharif,Black,76.4679661272882,38.54447361543364,49.91743111090949,6.7258744846875915,19.584059484357596,56.45968451025337,108.19307543174232,Rice
Palghar,Kharif,Black,68.84221319763921,40.344550133152396,58.89910728581878,6.755356975468298,18.84601399852873,62.8791556617332,109.08021114379609,Rice
Palghar,Zaid,Black,70.98306342506605,37.652284740136494,56.97973561715584,6.7567960901136965,20.212534625252367,63.55961965410715,97.08377879818053,Vegetables
Palghar,Kharif,Black,81.15393459609906,43.32134892428843,55.241323961456665,7.1816641084010495,21.358688927607993,59.250810812916264,91.14961303837924,Rice
Palghar,Kharif,Black,76.6641135174243,36.519235632867684,50.01295632548876,7.147779768041275,21.969073064840966,59.005388198924734,122.18560535538155,Rice
Palghar,Zaid,Black,73.38507349431715,39.91625942236569,56.019986701983704,6.360567757977783,21.35081695960533,65.32612627887984,105.50336039326385,Vegetables
Palghar,Kharif,Black,71.19133988318234,38.874886914071645,55.83620988915339,6.958411495963735,22.67545958279803,56.56393677152705,117.49191481879316,Rice
Palghar,Zaid,Black,79.28509748602225,35.65511534777621,56.57849356679323,7.459738456131743,22.07687426857306,61.55256409187886,121.64239019411173,Vegetables
Palghar,Rabi,Black,79.83942347677888,35.327680899244854,53.586164603003674,6.719487666406395,19.5363111577497,58.48058564336687,112.87521971290852,Wheat
Palghar,Rabi,Black,71.34910321463899,40.29654726521092,51.74562613291237,7.533368467883828,21.436090754771392,65.71869480026953,98.9238446323015,Wheat
Palghar,Zaid,Black,76.99198170185296,33.78666216241979,50.40631095748663,7.023738220565561,19.91490329221829,64.69777454346321,116.28013023183914,Vegetables
Palghar,Kharif,Black,81.32406091367399,36.25369528895204,58.59131044065412,6.7201159200694125,19.34996846249591,56.06305267222705,109.88356524142597,Rice
Palghar,Zaid,Black,73.63118879682057,36.73485904089707,56.801900442819075,7.543580493189885,20.776778315794537,71.50148409616003,120.2693888537554,Vegetables
Palghar,Zaid,Black,80.65886258341583,42.26192595884312,54.0068178257886,7.776353592990484,22.423899729620345,69.17634901514931,105.9812950013338,Vegetables
Palghar,Rabi,Black,66.1660726727484,43.05269333078745,49.49428470390127,7.598923712672303,20.06848510104999,62.436637665726096,108.1677484840265,Wheat
Palghar,Kharif,Black,69.36419132926626,37.646839201311565,47.352060422338695,7.709183035631225,23.746777917211144,54.7449448168353,108.78376340311915,Rice
Palghar,Rabi,Black,71.75927528534223,39.423427462002095,47.33594330354098,6.871193901596337,18.430806826745577,60.07153475684913,120.20943414111308,Wheat
Palghar,Rabi,Black,68.78993008538093,37.96625321122832,53.1417072874939,6.994838056066951,20.833920170365577,66.95854513959802,107.360671973053,Wheat
Palghar,Kharif,Black,74.40986153164104,40.79984211034064,49.74268155354434,7.738109307737089,17.59394760597687,58.93543427668612,95.67803964918633,Rice
Palghar,Kharif,Black,77.12316493941557,41.52291633056972,54.41512400337805,6.736676534854027,19.829333163106487,62.87592051240365,105.75727791065383,Rice
Palghar,Rabi,Black,70.09225461833401,35.04806501046647,54.68796720807677,6.242138624248543,19.419754714756976,60.370454126263866,99.78770598304473,Wheat
Palghar,Kharif,Black,75.16744973065067,39.88139293314011,55.989249831899926,6.876839284883804,20.602874875207043,61.23908027694595,115.51830604913324,Rice
Palghar,Kharif,Black,71.64133821190097,39.669238291952674,56.754214979802555,7.559844081197289,20.466861453190226,55.66047264220629,122.6769176235425,Rice
Palghar,Zaid,Black,73.559743414895,36.10236946132524,56.96903088420289,6.602230624536516,20.47209689284472,47.28121191217827,122.91264421610751,Vegetables
Palghar,Rabi,Black,79.14051374606278,41.04760464836869,52.55385987600798,6.79768428274224,20.876323600564707,63.87420262938299,93.85011104329129,Wheat
Palghar,Rabi,Black,75.88067593326366,38.32202986938678,53.376266259083,6.755219307857892,19.963166540315292,56.882313639938175,110.69011342996016,Wheat
Palghar,Rabi,Black,82.73394844978938,42.90356754884442,53.176398748772236,7.053112604643654,18.71149155277812,61.89284799439295,86.90916041006767,Wheat
Palghar,Zaid,Black,78.13207128344833,42.89115194253985,49.81917208377849,7.483361118780357,20.750647545043876,55.74649497610598,125.02757546156592,Vegetables
Palghar,Rabi,Black,76.01003069169667,38.545208102363695,56.70187713811225,7.396894947600157,20.94032317372139,60.57588066666006,127.94232426954008,Wheat
Palghar,Rabi,Black,77.57332815536853,36.31266735696874,57.88432173511416,7.702099003178649,20.13402342801469,62.74454660315044,120.41444040963061,Wheat
Palghar,Kharif,Black,69.99449667500204,40.58312649456445,55.8737453874712,7.029187720915865,20.771914717715347,66.21866702092584,114.92003478973749,Rice
Palghar,Kharif,Black,70.59142666469069,45.0470157629837,49.73528522840369,7.237182603609335,21.3817588478548,62.77118664369797,97.44577064311524,Rice
Palghar,Rabi,Black,73.81914511013109,34.35721678333369,55.55451244984014,6.643341214691923,20.047597424735596,57.90404822792871,124.38690079218784,Wheat
Palghar,Kharif,Black,71.24188337094,42.832661305851325,52.07506014406857,7.2951832359884605,21.0971943722122,65.33389556262456,102.91571845675756,Rice
Palghar,Zaid,Black,74.22331036823127,45.8715212770421,53.61116251960348,6.702592783597991,20.115623404898663,64.59951004486123,94.96260216942123,Vegetables
Palghar,Rabi,Black,78.31701490039657,37.43625183389344,56.156836565805705,7.268949083312096,19.54688722296526,61.37388342427562,109.71091193173497,Wheat
Palghar,Rabi,Black,77.40374234268596,41.57244197849216,51.10822589169893,7.181335389290239,18.328732219214146,70.84372655430928,90.9437669076075,Wheat
Palghar,Rabi,Black,68.06212764013787,38.80596635033192,57.099569733321026,6.475942380468297,22.208746831379475,64.53003976279093,120.3761370256773,Wheat
Palghar,Kharif,Black,72.13722792466498,39.88919538935927,49.483084456087894,7.211602420095337,18.60721819795359,62.776985977939496,128.21391888953752,Rice
Palghar,Rabi,Black,74.61290546944517,38.805625435824034,56.71257239478807,6.762854666474232,19.78364575693283,53.56920693406082,101.74746631034245,Wheat
Palghar,Rabi,Black,74.815202172686,37.70579711442234,55.45067466002417,7.867429146096963,19.707404534489406,68.64952029883001,97.50522079023818,Wheat
Palghar,Zaid,Black,70.13125201574942,40.361260981731235,51.95249172581176,7.529252401708163,20.6321153482953,49.715439355719,108.34463587358705,Vegetables
Palghar,Zaid,Black,77.09979026793971,39.8152833352981,54.7770639102607,7.758830380506038,20.735074675085148,56.87482084629789,106.17167103589992,Vegetables
Palghar,Rabi,Black,66.77078941438592,34.39960328371718,54.30981137641446,6.606737791528003,20.394056138494097,67.63580675710405,86.69034292218018,Wheat
Palghar,Rabi,Black,79.74375099709016,39.6498747263917,52.768066792530334,7.11563313786791,20.151858708764657,57.891873131085546,104.89917977532431,Wheat
Palghar,Kharif,Black,79.81180198564942,35.336808546987434,56.22963177611182,6.632214583286411,19.77517310547378,61.53483243792687,104.26038940169128,Rice
Palghar,Rabi,Black,70.62051402102088,38.60443759008233,51.71713994765553,6.875240990337149,19.825251599769096,65.15367668513124,116.83578332667727,Wheat
Palghar,Rabi,Black,69.59627006634409,39.691398132267786,56.02149415554526,6.822459340851264,19.63969112708062,58.507728082723695,128.28819700756983,Wheat
Palghar,Kharif,Black,80.77202409651048,39.04182394008344,50.98466155139303,7.539899073992051,19.74820258430424,69.21666880889504,100.92659811509323,Rice
Palghar,Rabi,Black,77.17112776056968,34.38533565762407,50.99144968349321,6.932346907462177,19.488565502923247,53.135123415653595,110.28445367621616,Wheat
Palghar,Zaid,Black,80.76752629561773,38.95987831784886,57.10099159268717,7.140082092178295,19.085873050138176,62.67555670788034,106.42721830445282,Vegetables
Palghar,Kharif,Black,68.93034492049634,34.13234610158811,56.490487934136816,6.888497486944147,18.979176567760632,65.06530370333422,126.46611822378713,Rice
Palghar,Kharif,Black,79.26480336107892,40.96256919166396,49.70511639223146,6.9431053379524865,20.22372431126054,63.33541394150747,100.28127687508187,Rice
Palghar,Kharif,Black,70.90857880518816,35.58511716674403,53.49854155426931,6.287040916666507,22.666903454077467,66.01448282660866,128.08339666216065,Rice
Palghar,Rabi,Black,69.56063112136042,39.88124868847528,54.06414285315139,6.438115112686888,20.828560446266934,58.83853742998507,98.65846907527204,Wheat
Palghar,Kharif,Black,68.69187651735983,32.936028673951704,50.42639906140484,7.31460616261816,20.201545282264817,69.76745605384778,115.12642144791448,Rice
Palghar,Rabi,Black,78.38927122433347,38.25219014348412,52.99780140875673,7.186074315703937,18.966840913209634,63.24797690091275,119.39954936167148,Wheat
Palghar,Kharif,Black,75.66884346455454,41.843797183877385,57.49991037589223,6.601153811527438,19.85552975673382,60.96656562027147,111.92299320917458,Rice
Palghar,Rabi,Black,79.7145274818416,37.62844635560981,51.08567813666517,6.894204546844035,20.897884741684557,63.31327158317878,130.5661461755629,Wheat
Palghar,Zaid,Black,78.53783274646966,38.76438485874572,51.263623132245165,6.266747269485644,19.813669821772013,62.52680866782412,111.46439199710565,Vegetables
Palghar,Rabi,Black,72.68605587850453,35.926951021454116,53.760028718946174,7.2868310874172915,19.97237301717004,62.31948381892358,106.92295970627278,Wheat
Palghar,Kharif,Black,74.59845622276305,41.16018340243677,56.39262602337693,7.299515978144594,19.06251124330401,60.80862784768125,106.39362186631055,Rice
Palghar,Rabi,Black,71.66074084778752,37.26983633121219,59.10132777867112,6.700513801851137,20.988217173649534,67.09541107177124,107.59615258685923,Wheat
Palghar,Zaid,Black,70.25285588728799,39.8537639211611,59.11040229782862,6.693660675478121,20.259582718137963,75.74348633342768,98.40757859956231,Vegetables
Palghar,Zaid,Black,72.35524423504545,37.57758024375193,50.78214927529335,7.0437429142718635,19.776885424323293,64.52348007815377,112.37767991756773,Vegetables
Palghar,Kharif,Black,78.57538957026055,35.132185195467365,56.577515954739404,7.104211050080378,21.32246448283516,73.82419505073356,110.00221974814868,Rice
Palghar,Kharif,Black,79.7964667205685,37.7515969864529,52.89429378735369,6.6901957699595656,22.9400792897587,54.57659293774351,115.5389392808897,Rice
Palghar,Zaid,Black,74.2220831851321,40.649642985404874,50.73877412296455,7.545761387552967,22.56879180101249,69.41328545664875,113.4538711021085,Vegetables
Palghar,Zaid,Black,75.24677960106696,39.32451174743184,51.056966291476364,7.091824394942135,22.44878225096203,52.694532496851274,127.6067649585267,Vegetables
Palghar,Kharif,Black,76.13544260820757,39.823456681412665,60.00748991670595,6.246699757181335,21.154011956957802,72.40640601272486,103.44227644055351,Rice
Palghar,Rabi,Black,79.9195553088189,40.2180418154395,51.15198841184047,6.515305743368284,22.40981907818178,71.27471282194693,96.70046435027963,Wheat
Palghar,Zaid,Black,67.46114840807087,37.99143169555911,53.782216980386096,7.167533709124698,21.44453552841417,61.24231553407049,133.9825298963243,Vegetables
